targa,cliente_id,marca,modello,versione,motore,telaio,data_immatricolazione,data_revisione,note,raw_promek
GN901SL,43b6be2a-91e4-4c28-804e-e376a0cde53f,BMW,Serie 1       (F40),116d 5p. Advantage,B37C15A,WBA7M710307M56184,2023-04-20,,,"{""marca_orig"": ""BMW"", ""modello_orig"": ""Serie 1       (F40)"", ""versione_orig"": ""116d 5p. Advantage""}"
GN912GD,4e31a86e-709a-46c1-96f4-d78743af5084,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U95PZ111542,2023-05-24,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GN977NL,5d807193-c354-4e7f-906b-bdd07dcd2195,LANCIA,Ypsilon 3ª serie,Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver,46341162,ZLABLADJ3P5639767,2023-04-27,,,"{""marca_orig"": ""LANCIA"", ""modello_orig"": ""Ypsilon 3ª serie"", ""versione_orig"": ""Ypsilon 1.0 FireFly 5p.S&S Hybrid Silver""}"
GP058LM,5bd07821-24c4-4709-b102-30a37129429d,FIAT,500 (2015-->),500 C 1.0 Hybrid Dolcevita,46341162,ZFACF1BJ3PJH95809,2023-08-31,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-->)"", ""versione_orig"": ""500 C 1.0 Hybrid Dolcevita""}"
GP061ZX,43b6be2a-91e4-4c28-804e-e376a0cde53f,FIAT,500X,500X 1.5 T4 Hybrid 130 CV DCT Red,46347813,ZFANF2BA6PPA10081,2023-07-31,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500X"", ""versione_orig"": ""500X 1.5 T4 Hybrid 130 CV DCT Red""}"
GP100LL,c06127de-db3d-4ae9-a823-f0ecb9e6f82c,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U94PZ248486,2023-07-24,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GP106RY,4f72f64a-1c43-4411-8922-3881ead2d348,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U93PZ308743,2023-11-15,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GP108NM,0f53b09f-3836-4b6e-9164-79f30350b25b,CITROËN,C3 3ª serie,C3 PureTech 83 S&S Shine,"HM05,EB2FA",VF7SXHMRVPT615052,2023-07-28,,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C3 3ª serie"", ""versione_orig"": ""C3 PureTech 83 S&S Shine""}"
GP125MF,43b6be2a-91e4-4c28-804e-e376a0cde53f,RENAULT,Mégane 4ª serie,Mégane Sporter Blue dCi 115 CV Equilibre,"K9KU8,K9K876,K9K872",VF1RFB00171330315,2023-06-12,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Mégane 4ª serie"", ""versione_orig"": ""Mégane Sporter Blue dCi 115 CV Equilibre""}"
GP206DZ,13b72bac-76c8-4574-9a0c-7b3947ff2078,FIAT,Panda 3ª serie,Panda 1.0 FireFly S&S Hybrid,46341162,ZFABF5BJ7P3J69488,2023-07-20,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 3ª serie"", ""versione_orig"": ""Panda 1.0 FireFly S&S Hybrid""}"
GP293TA,43b6be2a-91e4-4c28-804e-e376a0cde53f,MAZDA,CX-5 2ª serie,CX-5 2.2L Skyactiv-D 150 CV 2WD Evolve,SH,JMZKF6W1A90364016,2023-07-07,,,"{""marca_orig"": ""MAZDA"", ""modello_orig"": ""CX-5 2ª serie"", ""versione_orig"": ""CX-5 2.2L Skyactiv-D 150 CV 2WD Evolve""}"
GP330HB,8450d587-eafb-4405-be87-e0e72d4384bf,LANCIA,Musa 2ª serie,Musa 1.4 Oro,843A1000,ZLA35000001133309,2023-09-06,2025-04-28,,"{""marca_orig"": ""LANCIA"", ""modello_orig"": ""Musa 2ª serie"", ""versione_orig"": ""Musa 1.4 Oro""}"
GP399AV,43b6be2a-91e4-4c28-804e-e376a0cde53f,VOLKSWAGEN,Tiguan 2ª serie,Tiguan 2.0 TDI 150CV SCR DSG Life,"DTSB,DTSA,DTS",WVGZZZ5N2PW070768,2023-05-12,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Tiguan 2ª serie"", ""versione_orig"": ""Tiguan 2.0 TDI 150CV SCR DSG Life""}"
GP424NM,40b234f3-51c6-438a-aa6d-45b4f8085c2e,FORD,Transit Custom 1ª s,Tran.Cust. 300 2.0 TDCi PC-DC Fu.Trend,YLF6,WF0YXXTTGYJJ83595,2018-09-27,,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Transit Custom 1ª s"", ""versione_orig"": ""Tran.Cust. 300 2.0 TDCi PC-DC Fu.Trend""}"
GP516YD,69cf7f68-e431-4914-a764-c5aa6959b48a,PEUGEOT,2008 2ª serie,2008 PureTech 100 S&S Active,"HN05,EB2ADTD",VR3USHNKKMJ592039,2023-11-07,,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""2008 2ª serie"", ""versione_orig"": ""2008 PureTech 100 S&S Active""}"
GP572BA,43b6be2a-91e4-4c28-804e-e376a0cde53f,KIA,Sportage 5ª serie,Sportage 1.6 CRDi MHEV DCT Business,D4FE,U5YPU81AGPL146824,2023-05-18,,,"{""marca_orig"": ""KIA"", ""modello_orig"": ""Sportage 5ª serie"", ""versione_orig"": ""Sportage 1.6 CRDi MHEV DCT Business""}"
GP676EH,bc7d3010-4c98-42e9-8be8-d317f564b0b6,MG,ZS (2021-->),ZS 1.0T-GDI Luxury,"G10DTSGE,10E4E",LSJW74C94PZ270229,2023-09-27,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI Luxury""}"
GP814NN,fe7d16e1-4859-4916-818d-2de2c2f32bef,FIAT,500 (2015-->),500 1.0 Hybrid Lounge,46341162,ZFA3120000JE31091,2020-10-28,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-->)"", ""versione_orig"": ""500 1.0 Hybrid Lounge""}"
GP818NM,2fdd48d1-2870-488a-922d-447dfcd18a7a,FIAT,Doblò 3ª serie,Doblò 1.3 MJT PC-TN Cargo Lamierato SX,330A1000,ZFA26300006N83130,2019-06-18,2025-08-25,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Doblò 3ª serie"", ""versione_orig"": ""Doblò 1.3 MJT PC-TN Cargo Lamierato SX"", ""altro"": ""DOBLO' 1.3 MJT PC-TN 3 POSTI""}"
GP974EA,af9602ef-e2b1-4127-be99-e84c01eaf0d4,DACIA,Duster 2ª serie,Duster 1.0 TCe GPL 4x2 Essential,"H4DF4,H4D480",VF1HJD20771488726,2023-08-24,,,"{""marca_orig"": ""DACIA"", ""modello_orig"": ""Duster 2ª serie"", ""versione_orig"": ""Duster 1.0 TCe GPL 4x2 Essential""}"
GR055LZ,43b6be2a-91e4-4c28-804e-e376a0cde53f,JAGUAR,F-Pace       (X761),F-Pace 2.0 D 163 CV AWD aut. R-Dyn. S,"AJ21D4,204DTY",SADCA2BN7RA724004,2023-08-29,,,"{""marca_orig"": ""JAGUAR"", ""modello_orig"": ""F-Pace       (X761)"", ""versione_orig"": ""F-Pace 2.0 D 163 CV AWD aut. R-Dyn. S""}"
GR084LT,0c4c1ebf-d914-47d4-be0e-261f3606efa8,CUPRA,Formentor,Formentor 2.0 TSI 4Drive DSG,"DNNA,DNN",VSSZZZKM7RR014745,2023-09-29,,,"{""marca_orig"": ""CUPRA"", ""modello_orig"": ""Formentor"", ""versione_orig"": ""Formentor 2.0 TSI 4Drive DSG""}"
GR111PJ,113405ac-39c6-48e7-91dd-bcccb46dc253,MG,ZS (2021-->),ZS 1.0T-GDI aut. Luxury,"G10DTSGE,10E4E",LSJW74C9XPZ188117,2023-08-30,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI aut. Luxury""}"
GR121PJ,7ade81df-6a92-46d5-9c50-53966e447360,MG,ZS (2021-->),ZS 1.0T-GDI Luxury,"G10DTSGE,10E4E",LSJW74C9XPZ182026,2023-08-30,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI Luxury""}"
GR122PJ,7721e43d-7587-453c-97de-a6956ef40b2c,RENAULT,Trafic 4ª serie,Trafic T29 1.6 dCi 120 PC-TN Furgone,"R9MH4,R9M413",VF1FL000257180466,2017-03-24,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6 dCi 120 PC-TN Furgone"", ""altro"": ""L1H1""}"
GR146WP,bcdda3f2-2528-46ce-a361-45085cc99b6a,MERCEDES-BENZ,Vito 4ªs.    (W447),Vito 2.0 119 CDI 4x4 PC Tou.Sel. Compact,"654920,654",W1V9071551N209318,2023-12-01,,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Vito 4ªs.    (W447)"", ""versione_orig"": ""Vito 2.0 119 CDI 4x4 PC Tou.Sel. Compact"", ""altro"": ""SPRINTER""}"
GR205PJ,a09c6bdc-ca78-4d78-8e2e-3a32f2e8c4b6,RENAULT,Trafic 4ª serie,Trafic T29 1.6 dCi 125 S&S PC-TA Furgone,"R9MD4,R9M452",VF1FL000760476299,2018-05-07,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T29 1.6 dCi 125 S&S PC-TA Furgone"", ""altro"": ""L1H1""}"
GR206DG,31d55241-1b6a-4285-867a-05288c384e97,RENAULT,Clio 4ª serie,Clio TCe 12V 75 CV 5 porte Life,"H4BB4,H4B408",VF1R9800X61751801,2018-12-04,2024-12-10,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Clio 4ª serie"", ""versione_orig"": ""Clio TCe 12V 75 CV 5 porte Life""}"
GR214SL,43b6be2a-91e4-4c28-804e-e376a0cde53f,SEAT,Leon 4ª serie,Leon ST 2.0 TDI 150CV DSG Style,"DTTC,DTT,DSTB",VSSZZZKL1RR003666,2023-09-22,,,"{""marca_orig"": ""SEAT"", ""modello_orig"": ""Leon 4ª serie"", ""versione_orig"": ""Leon ST 2.0 TDI 150CV DSG Style""}"
GR228PJ,2ddc8b26-ab61-40da-8b88-12b6951bcd48,VOLKSWAGEN,T-Cross,T-Cross 1.0 TSI Style BMT,"DKLA,DKL",WVGZZZC1ZPY116789,2023-07-06,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""T-Cross"", ""versione_orig"": ""T-Cross 1.0 TSI Style BMT""}"
GR322MH,43b6be2a-91e4-4c28-804e-e376a0cde53f,SKODA,Kamiq,Kamiq 1.0 TSI 110 CV DSG Ambition,"DLAA,DLA",TMBGR6NW5P3182016,2023-09-07,,,"{""marca_orig"": ""SKODA"", ""modello_orig"": ""Kamiq"", ""versione_orig"": ""Kamiq 1.0 TSI 110 CV DSG Ambition""}"
GR357SV,43b6be2a-91e4-4c28-804e-e376a0cde53f,PEUGEOT,2008 2ª serie,2008 BlueHDi 130 S&S EAT8 Allure,"YH01,DV5RC",VR3UDYHZSPJ807742,2023-09-27,,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""2008 2ª serie"", ""versione_orig"": ""2008 BlueHDi 130 S&S EAT8 Allure""}"
GR424YL,43b6be2a-91e4-4c28-804e-e376a0cde53f,CITROËN,C5 Aircross,C5 Aircross BlueHDi 130 S&S Live,"YH01,DV5RC",VR7ACYHZSPL056262,2023-10-19,,,"{""marca_orig"": ""CITROËN"", ""modello_orig"": ""C5 Aircross"", ""versione_orig"": ""C5 Aircross BlueHDi 130 S&S Live""}"
GR459KX,e8ae8652-ff5b-44b6-a758-c6aa2131d2a5,FIAT,Ducato (4ª serie),Ducato 35 2.3 MJT 140CV PM-TN Furg.Maxi,F1AGL4113,ZFA25000002Y38569,,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 2.3 MJT 140CV PM-TN Furg.Maxi"", ""altro"": ""2.2 MJT 140CV MH2""}"
GR463GP,51018a11-3e5d-49bc-a89e-8de545fe72ce,JEEP,Avenger,Avenger 1.2 Turbo Longitude,"HN05,ENGB231",ZAC5JACLXPJK27831,2023-09-27,,,"{""marca_orig"": ""JEEP"", ""modello_orig"": ""Avenger"", ""versione_orig"": ""Avenger 1.2 Turbo Longitude""}"
GR503GR,0a48458e-011c-4e67-a9d7-56a3b516eaf8,MG,ZS (2021-->),ZS 1.0T-GDI Luxury,"G10DTSGE,10E4E",LSJW74C93PZ292366,2023-10-25,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI Luxury""}"
GR506XL,43b6be2a-91e4-4c28-804e-e376a0cde53f,TOYOTA,C-HR (2016-2023),C-HR 1.8 Hybrid E-CVT Active,"2ZRFXE,2ZR",NMTK33BX30R307444,2023-10-09,,,"{""marca_orig"": ""TOYOTA"", ""modello_orig"": ""C-HR (2016-2023)"", ""versione_orig"": ""C-HR 1.8 Hybrid E-CVT Active""}"
GR516GP,8ca5523c-4108-486a-9e37-b0e1427b3e54,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U96PZ271901,2023-09-28,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GR563XE,43b6be2a-91e4-4c28-804e-e376a0cde53f,ALFA ROMEO,Stelvio,Stelvio 2.2 T.diesel 210 CV AT8 Q4 Super,46346359,ZARPAHPXXP7D77099,2023-10-17,,,"{""marca_orig"": ""ALFA ROMEO"", ""modello_orig"": ""Stelvio"", ""versione_orig"": ""Stelvio 2.2 T.diesel 210 CV AT8 Q4 Super""}"
GR581PK,72b8a14d-64da-4297-a0e2-2d921a0b3eb0,FIAT,Ducato (4ª serie),Ducato 35 2.2Mjt 180 PLM Cabinato,46348913,ZFA25000002Y32369,2024-02-14,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 2.2Mjt 180 PLM Cabinato"", ""altro"": ""CASSONE FISSO 5 MT.""}"
GR611PJ,41a5a73f-7648-4966-b3cb-2c2401417a10,FIAT,Ducato (4ª serie),Ducato 33 2.3 MJT 130CV PC-TM Furgone,F1AE3481D,ZFA25000002B44369,2016-09-07,2022-08-17,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 33 2.3 MJT 130CV PC-TM Furgone""}"
GR634GS,a26b24bd-1878-490a-85e7-9c3f40c65651,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U96PZ288620,2023-10-31,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GR644PJ,ea349fdd-46ce-42e7-a52f-31eda85791f0,FIAT,Ducato (4ª serie),Ducato 30 2.0 MJT PM-TM Furgone,250A1000,ZFA25000002850691,2015-06-22,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 30 2.0 MJT PM-TM Furgone"", ""altro"": ""PM-TM FURGONE""}"
GR646MH,43b6be2a-91e4-4c28-804e-e376a0cde53f,VOLVO,V60 (2018-->),V60 B4 (d) aut. Essential,D420T8,YV1ZWK5V0R2616346,2023-09-07,,,"{""marca_orig"": ""VOLVO"", ""modello_orig"": ""V60 (2018-->)"", ""versione_orig"": ""V60 B4 (d) aut. Essential""}"
GR679PJ,99e7870a-068e-4657-830c-95f8a376b6a8,FIAT,Ducato (4ª serie),Ducato 33 2.3 MJT 140CV PLM-TM Furgone,F1AGL4113,ZFA25000002X88982,,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 33 2.3 MJT 140CV PLM-TM Furgone"", ""altro"": ""2.2 MJT 140CV LH2""}"
GR682PJ,cfa5b126-2a98-4fff-9a72-8fea4cc42265,MG,ZS (2021-->),ZS 1.0T-GDI aut. Luxury,"G10DTSGE,10E4E",LSJW74C99PZ177366,2023-09-22,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI aut. Luxury""}"
GR718AN,7878ac5e-7f9c-474a-90e7-fa3d83866ce4,RENAULT,Master 5ª serie,Master T35 2.3dCi/170 PM-TM Furg. Ice,"M9TD7,M9T706",VF1VB000961985562,2019-01-31,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Master 5ª serie"", ""versione_orig"": ""Master T35 2.3dCi/170 PM-TM Furg. Ice""}"
GR735GR,16c33d58-df5a-4541-9dd2-f0aaaff0ff7f,JEEP,Renegade,Renegade 1.0 T3 Longitude,55282151,1C4NJCD31PPP66586,2023-10-31,,,"{""marca_orig"": ""JEEP"", ""modello_orig"": ""Renegade"", ""versione_orig"": ""Renegade 1.0 T3 Longitude""}"
GR739GP,3b103ff0-ca3b-4c9a-a506-c2145e546c90,FIAT,500 (2015-->),500 C 1.0 Hybrid Dolcevita,46341162,ZFABF1BJ3PJH94672,2023-10-03,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""500 (2015-->)"", ""versione_orig"": ""500 C 1.0 Hybrid Dolcevita""}"
GR740PJ,92fa649b-0fdd-47cc-9890-4d8f27a794bf,RENAULT,Trafic 4ª serie,Trafic T27 1.6dCi 125 PC-TN Furgone Ice,"R9MD4,R9M452",VF14FL10253732192,2015-09-22,2024-01-08,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Trafic 4ª serie"", ""versione_orig"": ""Trafic T27 1.6dCi 125 PC-TN Furgone Ice"", ""altro"": ""L1H1 90CV""}"
GR746PJ,2572785d-7321-46e7-a78d-32bff2bf6ad3,FIAT,Ducato (4ª serie),Ducato 30 2.3 MJT 140CV PM-TM Furgone,F1AGL4113,ZFA25000002M11515,2019-10-18,2023-12-28,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 30 2.3 MJT 140CV PM-TM Furgone"", ""altro"": ""MH2""}"
GR747PJ,27f41f35-429e-4dd9-91cf-a09bf0442e93,VOLKSWAGEN,Taigo,Taigo 1.0 TSI 110 CV DSG Life,"DLAA,DLA",WVGZZZCS7RY004202,2023-10-05,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Taigo"", ""versione_orig"": ""Taigo 1.0 TSI 110 CV DSG Life""}"
GR748PJ,79122032-3723-4e9e-9894-53d357b61506,DACIA,Spring,Comfort Plus Electric 45,4DB401,UU1DBG005PU158808,2023-12-22,,,"{""marca_orig"": ""DACIA"", ""modello_orig"": ""Spring"", ""versione_orig"": ""Comfort Plus Electric 45""}"
GR796RB,caeaad9d-3292-4286-9a29-de60ff3e8d43,BMW,Serie 3    (E90/91),335i Touring Eletta,N54B30A,WBAWB71090P028539,,,,"{""marca_orig"": ""BMW"", ""modello_orig"": ""Serie 3    (E90/91)"", ""versione_orig"": ""335i Touring Eletta""}"
GR920DE,bd76e867-6b59-45a9-85be-e83db82f2484,RENAULT,Master 5ª serie,MasterT352.3dCi145TPPM-RGCass.rib.En.,"M9TE7,M9TD7,M9T710",VF1MB000972056205,2024-01-04,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Master 5ª serie"", ""versione_orig"": ""MasterT352.3dCi145TPPM-RGCass.rib.En.""}"
GR944KR,2d2aa86e-e9da-49a4-8058-9abcc297b290,FIAT,Ducato (4ª serie),Ducato 35 2.2Mjt 140 PM-TM Furgone,46349131,ZFA25000002X62323,2023-10-26,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 2.2Mjt 140 PM-TM Furgone""}"
GR980AE,6f2ac4d6-f990-4bf7-b484-7294b0ed6ea1,PEUGEOT,208 2ª serie,208 PureTech 75 S&S 5p. Active Pack,"HM05,EB2FAD",VR3UPHMHDP5100118,2023-10-10,,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""208 2ª serie"", ""versione_orig"": ""208 PureTech 75 S&S 5p. Active Pack""}"
GS110WA,62b9eedb-0c54-4bbc-87d5-c6f872dacf38,FORD,Puma '19->,Puma 1.0 EcoBoost Hyb.125 CV aut. ST-L.,B7JB,WF02XXERK2PL34644,2023-05-31,,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Puma '19->"", ""versione_orig"": ""Puma 1.0 EcoBoost Hyb.125 CV aut. ST-L.""}"
GS195AE,47876a7d-3f27-4ae3-8ff2-5dee76044fb8,FIAT,Panda 3ª serie,Panda 1.0 FireFly S&S Hybrid,46341162,ZFABF5BJ9R3K37003,2024-01-31,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Panda 3ª serie"", ""versione_orig"": ""Panda 1.0 FireFly S&S Hybrid""}"
GS230XH,43b6be2a-91e4-4c28-804e-e376a0cde53f,RENAULT,Master 5ª serie,Master T35 2.3dCi135 PM-TM Furg. Start,"M9TG7,M9TF7,M9T716",VF1MA000371919718,2024-01-23,,,"{""marca_orig"": ""RENAULT"", ""modello_orig"": ""Master 5ª serie"", ""versione_orig"": ""Master T35 2.3dCi135 PM-TM Furg. Start""}"
GS232FK,f68daa22-50a0-4e90-9fd1-5af0bd43f7ba,MG,ZS (2021-2025),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U91PZ307719,2023-11-29,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-2025)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GS233FM,eb095cf2-b62e-47c8-839d-9f22ecd004bf,MG,ZS (2021-->),ZS 1.0T-GDI Luxury,"G10DTSGE,10E4E",LSJW74C96RZ066003,2023-12-28,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.0T-GDI Luxury""}"
GS259PT,f2982a78-c904-434d-ab1a-193aa6da8028,MASERATI,Grecale,Grecale MHEV 300 CV AWD GT,670053115,ZN6AW82B007444071,2024-01-09,,,"{""marca_orig"": ""MASERATI"", ""modello_orig"": ""Grecale"", ""versione_orig"": ""Grecale MHEV 300 CV AWD GT""}"
GS287FL,8d075994-699a-4429-99ab-18c992393a4d,MG,ZS (2021-->),ZS 1.5 VTi-tech Comfort,"G15DDVCT,15S4C",LSJW74U91PZ323614,2023-12-21,,,"{""marca_orig"": ""MG"", ""modello_orig"": ""ZS (2021-->)"", ""versione_orig"": ""ZS 1.5 VTi-tech Comfort""}"
GS287RV,32a6bb71-cb2b-4a75-87cc-f1cecc3b5fcb,MERCEDES-BENZ,GLA          (X156),GLA 200 Executive,270910,WDC1569431J672878,2024-03-25,2024-07-20,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""GLA          (X156)"", ""versione_orig"": ""GLA 200 Executive""}"
GS432GD,08f667bc-d740-415b-8ef0-daae9bed1a84,MAZDA,Mazda3 4ª serie,Mazda3 2.0L e-Skyactiv-X MHEV Executive,HF,JM4BP6HH601412552,2024-01-16,,,"{""marca_orig"": ""MAZDA"", ""modello_orig"": ""Mazda3 4ª serie"", ""versione_orig"": ""Mazda3 2.0L e-Skyactiv-X MHEV Executive""}"
GS573FE,2dd52ce9-9cca-4f0d-89ae-9ffa8a8830fb,FIAT,Ducato (4ª serie),Ducato 35 2.2Mjt 140 PM-TN Furgone,46349131,ZFA25000002Y90523,2024-02-02,,,"{""marca_orig"": ""FIAT"", ""modello_orig"": ""Ducato (4ª serie)"", ""versione_orig"": ""Ducato 35 2.2Mjt 140 PM-TN Furgone""}"
GS698AK,1998b1d4-df4c-48ef-859c-c663f6296df0,PEUGEOT,308 2ª serie,308 BlueHDi 120 S&S EAT6 Allure,"DV6FC,BH01",VF3LBBHZWFS061324,2015-04-13,2023-04-20,,"{""marca_orig"": ""PEUGEOT"", ""modello_orig"": ""308 2ª serie"", ""versione_orig"": ""308 BlueHDi 120 S&S EAT6 Allure""}"
GS790ZF,43b6be2a-91e4-4c28-804e-e376a0cde53f,VOLKSWAGEN,T-Roc,T-Roc 2.0 TDI SCR 150 CV DSG 4MOT. Style,"DTTC,DTT",WVGZZZA1ZRV058091,2024-02-05,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""T-Roc"", ""versione_orig"": ""T-Roc 2.0 TDI SCR 150 CV DSG 4MOT. Style""}"
GS845EH,43b6be2a-91e4-4c28-804e-e376a0cde53f,HYUNDAI,Tucson 3ª serie,Tucson 1.6 HEV aut. XTech,G4FT,TMAJD811BPJ236298,2023-11-13,,,"{""marca_orig"": ""HYUNDAI"", ""modello_orig"": ""Tucson 3ª serie"", ""versione_orig"": ""Tucson 1.6 HEV aut. XTech""}"
GT019BS,e2b44e56-252e-4e45-8c40-39aac8d73957,DS,DS 3,DS 3 1.6 THP 200 Racing,"EP6DTS,5FD",VF7SA5FD8BW634702,2012-02-08,,,"{""marca_orig"": ""DS"", ""modello_orig"": ""DS 3"", ""versione_orig"": ""DS 3 1.6 THP 200 Racing""}"
GT039ZH,5eb16fed-0320-4cb8-a4a5-84c43c3e8eee,FORD,Focus 3ª serie,Focus 1.0 EcoBoost 125 CV S&S Individual,M1DA,WF06XXGCC6GS43273,2016-12-28,2024-10-08,,"{""marca_orig"": ""FORD"", ""modello_orig"": ""Focus 3ª serie"", ""versione_orig"": ""Focus 1.0 EcoBoost 125 CV S&S Individual""}"
GT044AF,355fd064-c2c1-4bdc-af86-d016863492ca,MERCEDES-BENZ,Sprinter 3ªs.(W906),Sprinter F43L/35 418 CDI TA-SL Furgone,642992,WDB9066351S217648,2007-10-30,2024-08-31,,"{""marca_orig"": ""MERCEDES-BENZ"", ""modello_orig"": ""Sprinter 3ªs.(W906)"", ""versione_orig"": ""Sprinter F43L/35 418 CDI TA-SL Furgone""}"
GT068MG,9cb0365f-9b5c-46c7-bf00-b1a9b8383571,VOLKSWAGEN,Polo 6ª serie,Polo 1.0 EVO,"DSGD,DSG",WVWZZZAW2RY042222,2024-03-27,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Polo 6ª serie"", ""versione_orig"": ""Polo 1.0 EVO""}"
GT237SN,52618542-7238-4ddf-b8fd-06695f131324,VOLKSWAGEN,Passat 9ª serie,Passat 2.0 TDI 150 CV SCR DSG Business,"DXPA,DXP",WVWZZZCJ3RD006774,2024-03-29,,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Passat 9ª serie"", ""versione_orig"": ""Passat 2.0 TDI 150 CV SCR DSG Business""}"
GT239BH,23278a88-16cf-45fc-98db-20b14eaf7127,VOLKSWAGEN,Touran 3ª serie,Touran 1.4 TSI DSG Executive BMT,"CZDA,CZD",WVGZZZ1TZKW035154,2024-06-03,2024-06-07,,"{""marca_orig"": ""VOLKSWAGEN"", ""modello_orig"": ""Touran 3ª serie"", ""versione_orig"": ""Touran 1.4 TSI DSG Executive BMT""}"
